Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
14.07.2020;11:15;11:30;16.017,50;9.045,75;53
14.07.2020;11:30;11:45;16.194,75;9.177;62
14.07.2020;11:45;12:00;16.205;9.219;54,5
14.07.2020;12:00;12:15;16.076,50;9.091,75;55
14.07.2020;12:15;12:30;16.018;9.021,75;56
14.07.2020;12:30;12:45;15.961,25;8.903,25;25,25
14.07.2020;12:45;13:00;15.919,50;8.788;24,25
14.07.2020;13:00;13:15;15.896,25;8.735;24,5
14.07.2020;13:15;13:30;15.822,50;8.641,75;75,5
14.07.2020;13:30;13:45;15.679,50;8.563,75;140,5
14.07.2020;13:45;14:00;15.559,50;8.471,50;76
14.07.2020;14:00;14:15;15.464,25;8.478,50;187,25
14.07.2020;14:15;14:30;15.399,50;8.638;89
14.07.2020;14:30;14:45;15.402,25;8.805;47,5
14.07.2020;14:45;15:00;15.398,50;8.951;42,25
14.07.2020;15:00;15:15;15.335;9.067,25;26,25
14.07.2020;15:15;15:30;15.281,50;9.157,25;25,25
14.07.2020;15:30;15:45;15.147,75;9.224;34,5
14.07.2020;15:45;16:00;15.107;9.428;33
14.07.2020;16:00;16:15;14.985,75;9.616;27
14.07.2020;16:15;16:30;14.928,25;9.841;36,25
14.07.2020;16:30;16:45;14.875,25;10.033,75;38,25
14.07.2020;16:45;17:00;14.934,75;10.360;56,5
14.07.2020;17:00;17:15;14.898,50;10.611;115,75
14.07.2020;17:15;17:30;14.925,75;10.945,75;44
14.07.2020;17:30;17:45;15.004,25;11.267;36,25
14.07.2020;17:45;18:00;14.964,75;11.469,50;39,25
14.07.2020;18:00;18:15;14.853;11.555,75;241,25
14.07.2020;18:15;18:30;14.853,50;11.802;283,75
14.07.2020;18:30;18:45;14.901,75;12.107,75;248
14.07.2020;18:45;19:00;14.934;12.339,25;227,75
14.07.2020;19:00;19:15;14.909;12.569,25;614,5
14.07.2020;19:15;19:30;14.703;12.600,50;604,25
14.07.2020;19:30;19:45;14.621;12.709,75;624
14.07.2020;19:45;20:00;14.438;12.667,75;623,5
14.07.2020;20:00;20:15;14.177,75;12.550;623
14.07.2020;20:15;20:30;13.974,75;12.441,75;611,25
14.07.2020;20:30;20:45;13.819,25;12.406,50;600,25
14.07.2020;20:45;21:00;13.657,50;12.360,25;594,75
14.07.2020;21:00;21:15;13.521,50;12.257,25;125,25
14.07.2020;21:15;21:30;13.425,50;12.132;126,25
14.07.2020;21:30;21:45;13.318,75;11.972,50;126
14.07.2020;21:45;22:00;13.262;11.893,50;111,75
14.07.2020;22:00;22:15;13.092,75;11.761,25;60,5
14.07.2020;22:15;22:30;12.919,25;11.609,25;71,75
14.07.2020;22:30;22:45;12.667,50;11.364,25;94,5
14.07.2020;22:45;23:00;12.306;11.023;212
14.07.2020;23:00;23:15;12.041,75;10.810,25;157,5
14.07.2020;23:15;23:30;11.826,50;10.600,75;145,25
14.07.2020;23:30;23:45;11.592,25;10.389,50;138,75
14.07.2020;23:45;00:00;11.457,50;10.258;153,75
15.07.2020;00:00;00:15;11.147,25;9.958,50;197
15.07.2020;00:15;00:30;11.084,50;9.971,50;337
15.07.2020;00:30;00:45;11.081;10.029,25;453,5
15.07.2020;00:45;01:00;10.953,50;9.990,75;463,25
15.07.2020;01:00;01:15;10.766,75;9.870,75;379,25
15.07.2020;01:15;01:30;10.671,50;9.815,75;348,5
15.07.2020;01:30;01:45;10.654;9.833;354,25
15.07.2020;01:45;02:00;10.531,75;9.787,50;446
15.07.2020;02:00;02:15;10.428,25;9.749,25;543,75
15.07.2020;02:15;02:30;10.371,50;9.733,25;592,5
15.07.2020;02:30;02:45;10.355,25;9.736;659,75
15.07.2020;02:45;03:00;10.311,75;9.721,50;686
15.07.2020;03:00;03:15;10.411,25;9.853,75;588,5
15.07.2020;03:15;03:30;10.388;9.836,25;738,5
15.07.2020;03:30;03:45;10.345,75;9.814,75;735
15.07.2020;03:45;04:00;10.371,50;9.845,25;741,75
15.07.2020;04:00;04:15;10.490,50;9.968,75;703
15.07.2020;04:15;04:30;10.565,75;10.073,75;722,75
15.07.2020;04:30;04:45;10.650,50;10.182;754,5
15.07.2020;04:45;05:00;10.735,25;10.266,25;758,5
15.07.2020;05:00;05:15;11.237,50;10.772;593,5
15.07.2020;05:15;05:30;11.331,25;10.858,25;547,25
15.07.2020;05:30;05:45;11.353,50;10.863,25;295,75
15.07.2020;05:45;06:00;11.621,50;11.107;174,25
15.07.2020;06:00;06:15;12.444,75;11.891,25;26,75
15.07.2020;06:15;06:30;12.814,25;12.181,75;2,5
15.07.2020;06:30;06:45;13.197,75;12.475,75;4
15.07.2020;06:45;07:00;13.591;12.772,75;15,25
15.07.2020;07:00;07:15;14.098,75;13.197,50;489,25
15.07.2020;07:15;07:30;14.388;13.394,50;509
15.07.2020;07:30;07:45;14.682,50;13.577,75;520,75
15.07.2020;07:45;08:00;14.907;13.668;510
15.07.2020;08:00;08:15;15.185;13.824,50;663,5
15.07.2020;08:15;08:30;15.278,75;13.736;662,75
15.07.2020;08:30;08:45;15.473,50;13.774,25;667,75
15.07.2020;08:45;09:00;15.548,25;13.692,25;670,25
15.07.2020;09:00;09:15;15.483,75;13.462;667,25
15.07.2020;09:15;09:30;15.583,25;13.384,75;652,75
15.07.2020;09:30;09:45;15.757,75;13.404,25;649,5
15.07.2020;09:45;10:00;15.877,50;13.347;652
15.07.2020;10:00;10:15;15.880,50;13.175,75;545,25
15.07.2020;10:15;10:30;16.031,50;13.205,50;534,25
15.07.2020;10:30;10:45;16.168,50;13.227,50;541,75
15.07.2020;10:45;11:00;16.244,75;13.196,75;532,75
15.07.2020;11:00;11:15;16.348;13.197,25;501,5
15.07.2020;11:15;11:30;16.432,75;13.169;483,25
15.07.2020;11:30;11:45;16.546,25;13.141;506
15.07.2020;11:45;12:00;16.530;12.968,25;497,5
15.07.2020;12:00;12:15;16.376,25;12.728,75;47
15.07.2020;12:15;12:30;16.256;12.456,50;23,75
15.07.2020;12:30;12:45;16.250,75;12.291,25;23,75
15.07.2020;12:45;13:00;16.232,75;12.185,75;63,25
15.07.2020;13:00;13:15;15.987,75;11.853,50;164,75
15.07.2020;13:15;13:30;15.918;11.705,25;135,75
15.07.2020;13:30;13:45;15.884;11.565;120,5
15.07.2020;13:45;14:00;15.819,25;11.403;189,25
15.07.2020;14:00;14:15;15.719,25;11.275,25;76
15.07.2020;14:15;14:30;15.645,50;11.179;64,25
15.07.2020;14:30;14:45;15.596,50;11.083,25;78,5
15.07.2020;14:45;15:00;15.585,50;11.086,50;127,25
15.07.2020;15:00;15:15;15.449,75;11.009,25;229,5
15.07.2020;15:15;15:30;15.382,50;11.013,50;232,75
15.07.2020;15:30;15:45;15.028;10.704,25;334,25
15.07.2020;15:45;16:00;15.134,50;10.846,50;306,25
15.07.2020;16:00;16:15;15.097,25;10.972;88
15.07.2020;16:15;16:30;15.026;11.046;74,75
15.07.2020;16:30;16:45;14.969;11.162,25;62,75
15.07.2020;16:45;17:00;14.972,25;11.320,25;59,75
15.07.2020;17:00;17:15;14.965,25;11.475;78,75
15.07.2020;17:15;17:30;15.023;11.716;66,5
15.07.2020;17:30;17:45;14.983,25;11.895,50;103
15.07.2020;17:45;18:00;15.015;12.104,25;36
15.07.2020;18:00;18:15;15.041,75;12.269,25;90,75
15.07.2020;18:15;18:30;15.013,50;12.436,50;90
15.07.2020;18:30;18:45;14.957;12.591,25;92,75
15.07.2020;18:45;19:00;14.966,25;12.842,75;114,75
15.07.2020;19:00;19:15;14.889,75;13.022,25;618,5
15.07.2020;19:15;19:30;14.735;13.099;620,25
15.07.2020;19:30;19:45;14.535;13.131;619,25
15.07.2020;19:45;20:00;14.397,25;13.250;628,25
15.07.2020;20:00;20:15;14.267,75;13.309,50;593,75
15.07.2020;20:15;20:30;14.070,75;13.291;596,5
15.07.2020;20:30;20:45;13.885,50;13.244;599,25
15.07.2020;20:45;21:00;13.766,50;13.249,75;599
15.07.2020;21:00;21:15;13.572,50;13.132,75;227,75
15.07.2020;21:15;21:30;13.446,50;13.017,50;212,25
15.07.2020;21:30;21:45;13.353,75;12.961,75;206
15.07.2020;21:45;22:00;13.273,50;12.897,25;188,5
15.07.2020;22:00;22:15;13.148,50;12.785,75;129
15.07.2020;22:15;22:30;12.953,50;12.585;106,25
15.07.2020;22:30;22:45;12.697,50;12.315;97,25
15.07.2020;22:45;23:00;12.463,75;12.076,75;77,75
15.07.2020;23:00;23:15;12.118;11.727;70,5
15.07.2020;23:15;23:30;11.902;11.505,25;59,5
15.07.2020;23:30;23:45;11.647,50;11.251,75;47,75
15.07.2020;23:45;00:00;11.456,25;11.058,25;58,25
16.07.2020;00:00;00:15;11.298,25;10.886,50;18,75
16.07.2020;00:15;00:30;11.183;10.768,25;49
16.07.2020;00:30;00:45;11.100,75;10.680;83,75
16.07.2020;00:45;01:00;11.096,25;10.669,75;331,75
16.07.2020;01:00;01:15;10.875,50;10.439,50;322,75
16.07.2020;01:15;01:30;10.783;10.350,75;335,25
16.07.2020;01:30;01:45;10.706,75;10.270;355,25
16.07.2020;01:45;02:00;10.664,50;10.218,75;418,5
16.07.2020;02:00;02:15;10.522;10.056,25;533,5
16.07.2020;02:15;02:30;10.489;10.012,25;579
16.07.2020;02:30;02:45;10.479,50;9.973;591,5
16.07.2020;02:45;03:00;10.454;9.971,75;697
16.07.2020;03:00;03:15;10.441,75;9.939,50;836,75
16.07.2020;03:15;03:30;10.461;9.944;885,25
16.07.2020;03:30;03:45;10.473;9.950,25;893
16.07.2020;03:45;04:00;10.459;9.917,50;889,75
16.07.2020;04:00;04:15;10.554;10.021,50;855
16.07.2020;04:15;04:30;10.654,50;10.101,25;690,75
16.07.2020;04:30;04:45;10.731,25;10.192,75;827,75
16.07.2020;04:45;05:00;10.813;10.285,50;768,25
16.07.2020;05:00;05:15;11.124,25;10.614;708,75
16.07.2020;05:15;05:30;11.279,75;10.762,50;676
16.07.2020;05:30;05:45;11.475,75;10.920,75;616,25
16.07.2020;05:45;06:00;11.683,75;11.091,50;308,75
16.07.2020;06:00;06:15;12.442;11.837;266,5
16.07.2020;06:15;06:30;12.885,50;12.234,25;73,75
16.07.2020;06:30;06:45;13.186,75;12.460;39,75
16.07.2020;06:45;07:00;13.529,25;12.718,75;29,5
16.07.2020;07:00;07:15;14.069;13.172;495,75
16.07.2020;07:15;07:30;14.358,50;13.377,75;489,25
16.07.2020;07:30;07:45;14.695,25;13.620,50;521,75
16.07.2020;07:45;08:00;14.929;13.755,75;526,25
16.07.2020;08:00;08:15;15.268,75;13.927,75;634,25
16.07.2020;08:15;08:30;15.455,75;13.954,50;631,75
16.07.2020;08:30;08:45;15.599,25;13.960,25;629,75
16.07.2020;08:45;09:00;15.500,25;13.677,50;630
16.07.2020;09:00;09:15;15.633,25;13.647;150,75
16.07.2020;09:15;09:30;15.708,50;13.548,75;143,25
16.07.2020;09:30;09:45;15.842,75;13.548;144
16.07.2020;09:45;10:00;15.888,75;13.377;145
16.07.2020;10:00;10:15;15.928,25;13.294,25;280,25
16.07.2020;10:15;10:30;15.947,50;13.165,75;278,75
16.07.2020;10:30;10:45;16.072;13.156;273,25
16.07.2020;10:45;11:00;16.138,50;13.105;275,25
16.07.2020;11:00;11:15;16.275;13.172,75;77,75
16.07.2020;11:15;11:30;16.394;13.182;87,75
16.07.2020;11:30;11:45;16.496,50;13.227,25;88,5
16.07.2020;11:45;12:00;16.516,25;13.170,75;81,25
16.07.2020;12:00;12:15;16.212,50;12.749;52
16.07.2020;12:15;12:30;16.238;12.733,50;50,5
16.07.2020;12:30;12:45;16.225,75;12.640;124,25
16.07.2020;12:45;13:00;16.257;12.644,75;147,25
16.07.2020;13:00;13:15;16.202,50;12.501,75;99
16.07.2020;13:15;13:30;16.109,75;12.369,50;131,25
16.07.2020;13:30;13:45;15.986,50;12.257,25;99
16.07.2020;13:45;14:00;15.855,50;12.094,75;57,25
16.07.2020;14:00;14:15;15.706;11.997,50;157,25
16.07.2020;14:15;14:30;15.677;11.966,75;182
16.07.2020;14:30;14:45;15.613;11.901,25;147,25
16.07.2020;14:45;15:00;15.586;11.955,25;159,75
16.07.2020;15:00;15:15;15.548,25;11.964,50;178
16.07.2020;15:15;15:30;15.458,75;11.927;220
16.07.2020;15:30;15:45;15.381;11.954,25;166,75
16.07.2020;15:45;16:00;15.255,50;11.961,25;198,25
16.07.2020;16:00;16:15;15.210,75;12.021;196,25
16.07.2020;16:15;16:30;15.171,75;12.066;180
16.07.2020;16:30;16:45;15.133;12.106,75;145,75
16.07.2020;16:45;17:00;15.068,50;12.158;320,75
16.07.2020;17:00;17:15;15.176;12.367;268,5
16.07.2020;17:15;17:30;15.188,25;12.580,25;201,75
16.07.2020;17:30;17:45;15.115,75;12.608,50;216,25
16.07.2020;17:45;18:00;15.154,75;12.813;168
16.07.2020;18:00;18:15;15.059,50;12.908,50;620,75
16.07.2020;18:15;18:30;14.991,25;13.031;601,75
16.07.2020;18:30;18:45;14.978;13.180,75;573,5
16.07.2020;18:45;19:00;14.901,75;13.293,50;563,25
16.07.2020;19:00;19:15;14.803,75;13.359,25;444,75
16.07.2020;19:15;19:30;14.687;13.412,25;423,75
16.07.2020;19:30;19:45;14.605,50;13.468;510
16.07.2020;19:45;20:00;14.473,25;13.429;474,25
16.07.2020;20:00;20:15;14.248,75;13.298;82,5
16.07.2020;20:15;20:30;14.001,25;13.165,50;45,75
16.07.2020;20:30;20:45;13.833,75;13.099;69,25
16.07.2020;20:45;21:00;13.692,25;13.028,50;97,25
16.07.2020;21:00;21:15;13.514;12.885,50;67,5
16.07.2020;21:15;21:30;13.350,25;12.742;54
16.07.2020;21:30;21:45;13.247,50;12.675,75;70,5
16.07.2020;21:45;22:00;13.173,50;12.615;104,75
16.07.2020;22:00;22:15;13.073;12.504,75;36
16.07.2020;22:15;22:30;12.810,25;12.247,50;28,75
16.07.2020;22:30;22:45;12.515,75;11.970,25;29,75
16.07.2020;22:45;23:00;12.309,25;11.768;45,5
16.07.2020;23:00;23:15;11.989,75;11.444,75;13,75
16.07.2020;23:15;23:30;11.779;11.222,75;81
16.07.2020;23:30;23:45;11.583;11.030;101
16.07.2020;23:45;00:00;11.432,50;10.870,50;110,25
17.07.2020;00:00;00:15;11.144,25;10.595,75;256,5
17.07.2020;00:15;00:30;11.042,25;10.490;341,5
17.07.2020;00:30;00:45;10.902;10.342,25;425,25
17.07.2020;00:45;01:00;10.857,50;10.301,75;574
17.07.2020;01:00;01:15;10.659,25;10.091,50;579,25
17.07.2020;01:15;01:30;10.560;9.987,75;623
17.07.2020;01:30;01:45;10.488,50;9.906,75;631,75
17.07.2020;01:45;02:00;10.393,75;9.803;765,25
17.07.2020;02:00;02:15;10.300;9.699;840,5
17.07.2020;02:15;02:30;10.255,25;9.633,50;840
17.07.2020;02:30;02:45;10.269,50;9.644,75;811,5
17.07.2020;02:45;03:00;10.223;9.575,50;831,5
17.07.2020;03:00;03:15;10.240,50;9.606,75;852,5
17.07.2020;03:15;03:30;10.317;9.673,25;872,75
17.07.2020;03:30;03:45;10.330,50;9.708;869
17.07.2020;03:45;04:00;10.322,75;9.704,75;863,75
17.07.2020;04:00;04:15;10.414,50;9.787,50;860,25
17.07.2020;04:15;04:30;10.440,25;9.798,25;839,5
17.07.2020;04:30;04:45;10.549,25;9.895;816,75
17.07.2020;04:45;05:00;10.662,50;9.998,50;761,25
17.07.2020;05:00;05:15;11.008,50;10.365,75;572
17.07.2020;05:15;05:30;11.143;10.487,50;468,25
17.07.2020;05:30;05:45;11.329;10.645,75;404,25
17.07.2020;05:45;06:00;11.495,25;10.763,25;114
17.07.2020;06:00;06:15;12.172,25;11.378,25;121,75
17.07.2020;06:15;06:30;12.522,50;11.606,75;40,5
17.07.2020;06:30;06:45;12.860,50;11.825;58
17.07.2020;06:45;07:00;13.195,50;12.011,75;82,25
17.07.2020;07:00;07:15;13.697,25;12.348,50;731
17.07.2020;07:15;07:30;14.027,75;12.513,50;730,75
17.07.2020;07:30;07:45;14.269,75;12.614,75;720,25
17.07.2020;07:45;08:00;14.529,50;12.687,25;687,75
17.07.2020;08:00;08:15;14.826,75;12.726,25;582,25
17.07.2020;08:15;08:30;14.948,75;12.573,25;552,25
17.07.2020;08:30;08:45;15.080;12.409,25;562,5
17.07.2020;08:45;09:00;15.117;12.110;562,75
17.07.2020;09:00;09:15;15.100,25;11.743;522,25
17.07.2020;09:15;09:30;15.216;11.490,50;519,75
17.07.2020;09:30;09:45;15.289;11.228,50;591
17.07.2020;09:45;10:00;15.342,75;10.921,25;680,25
17.07.2020;10:00;10:15;15.398,75;10.685;329
17.07.2020;10:15;10:30;15.474,50;10.486;313,25
17.07.2020;10:30;10:45;15.565,50;10.375,75;321
17.07.2020;10:45;11:00;15.638,50;10.270;385,75
17.07.2020;11:00;11:15;15.761,25;10.293;86,75
17.07.2020;11:15;11:30;15.874,50;10.300,75;79,25
17.07.2020;11:30;11:45;15.940,75;10.351;65,5
17.07.2020;11:45;12:00;15.968,75;10.355,25;49,75
17.07.2020;12:00;12:15;15.882,25;10.183;50,75
17.07.2020;12:15;12:30;15.828;10.116;51,25
17.07.2020;12:30;12:45;15.643,25;9.920;77,5
17.07.2020;12:45;13:00;15.507,25;9.823,25;22
17.07.2020;13:00;13:15;15.365,75;9.648,50;12,75
17.07.2020;13:15;13:30;15.192,75;9.493,50;14,75
17.07.2020;13:30;13:45;15.093,25;9.389,75;8,75
17.07.2020;13:45;14:00;14.944;9.287,75;6
17.07.2020;14:00;14:15;14.830,50;9.258,50;103,5
17.07.2020;14:15;14:30;14.725,75;9.225,75;89,5
17.07.2020;14:30;14:45;14.656;9.217,75;44
17.07.2020;14:45;15:00;14.570,50;9.291,50;38,25
17.07.2020;15:00;15:15;14.549;9.364,75;55
17.07.2020;15:15;15:30;14.509,50;9.462;112
17.07.2020;15:30;15:45;14.393;9.565,25;107,5
17.07.2020;15:45;16:00;14.225;9.540,25;107,5
17.07.2020;16:00;16:15;14.204;9.702,75;230,5
17.07.2020;16:15;16:30;14.148;9.868;49,5
17.07.2020;16:30;16:45;14.072,25;9.998,50;11,5
17.07.2020;16:45;17:00;14.100,50;10.156,75;13,5
17.07.2020;17:00;17:15;14.115,50;10.440,75;141
17.07.2020;17:15;17:30;14.158;10.718,25;34,25
17.07.2020;17:30;17:45;14.175;10.980,50;33
17.07.2020;17:45;18:00;14.161,75;11.223,50;34,5
17.07.2020;18:00;18:15;14.120,25;11.457,50;118
17.07.2020;18:15;18:30;14.059;11.666,50;37,25
17.07.2020;18:30;18:45;14.086,25;11.972,75;167,5
17.07.2020;18:45;19:00;14.054,50;12.215,50;108
17.07.2020;19:00;19:15;13.940;12.377,25;452
17.07.2020;19:15;19:30;13.750;12.436;491,75
17.07.2020;19:30;19:45;13.670,50;12.583,25;463,5
17.07.2020;19:45;20:00;13.529,25;12.646;465
17.07.2020;20:00;20:15;13.331,50;12.629,50;568,25
17.07.2020;20:15;20:30;13.169,50;12.630;569
17.07.2020;20:30;20:45;13.048,25;12.642,25;569,5
17.07.2020;20:45;21:00;12.859,75;12.552;544
17.07.2020;21:00;21:15;12.716,25;12.461,25;32,25
17.07.2020;21:15;21:30;12.588,50;12.351;30
17.07.2020;21:30;21:45;12.493;12.269;23,5
17.07.2020;21:45;22:00;12.389,50;12.163;18
17.07.2020;22:00;22:15;12.267,25;12.028;27,75
17.07.2020;22:15;22:30;12.145,75;11.897,25;17
17.07.2020;22:30;22:45;11.923,50;11.679,75;28
17.07.2020;22:45;23:00;11.669;11.424;33,5
17.07.2020;23:00;23:15;11.381;11.152,50;71,25
17.07.2020;23:15;23:30;11.155,25;10.916,25;48,75
17.07.2020;23:30;23:45;10.988,25;10.748;62,75
17.07.2020;23:45;00:00;10.725,75;10.494;150,25
18.07.2020;00:00;00:15;10.530;10.306;126,25
18.07.2020;00:15;00:30;10.326;10.116,25;129,75
18.07.2020;00:30;00:45;10.133,25;9.921;110,5
18.07.2020;00:45;01:00;10.100,50;9.884,75;103
18.07.2020;01:00;01:15;9.912,75;9.696,25;64,75
18.07.2020;01:15;01:30;9.823,75;9.607,50;71,75
18.07.2020;01:30;01:45;9.692;9.483,75;86,5
18.07.2020;01:45;02:00;9.557,25;9.333,75;97,5
18.07.2020;02:00;02:15;9.502,50;9.273;221,5
18.07.2020;02:15;02:30;9.450,25;9.212,75;289
18.07.2020;02:30;02:45;9.393,25;9.155,50;242
18.07.2020;02:45;03:00;9.427;9.192;240,5
18.07.2020;03:00;03:15;9.343,25;9.112;470,5
18.07.2020;03:15;03:30;9.317,25;9.082,75;371,75
18.07.2020;03:30;03:45;9.361,25;9.123;342,75
18.07.2020;03:45;04:00;9.283,50;9.037,75;374,25
18.07.2020;04:00;04:15;9.231,25;8.981,25;393
18.07.2020;04:15;04:30;9.260,25;8.995,25;378,75
18.07.2020;04:30;04:45;9.311,75;9.043,75;364
18.07.2020;04:45;05:00;9.266;8.992;260,5
18.07.2020;05:00;05:15;9.321,50;9.047,50;245,75
18.07.2020;05:15;05:30;9.258,75;8.973,50;259,75
18.07.2020;05:30;05:45;9.246;8.928;280,75
18.07.2020;05:45;06:00;9.313;8.951;283,5
18.07.2020;06:00;06:15;9.515,50;9.053,50;144,5
18.07.2020;06:15;06:30;9.644,25;9.038,75;117,25
18.07.2020;06:30;06:45;9.785,50;8.999,75;114
18.07.2020;06:45;07:00;9.885,75;8.870;114
18.07.2020;07:00;07:15;10.157;8.880,25;113,25
18.07.2020;07:15;07:30;10.375;8.794,50;101
18.07.2020;07:30;07:45;10.656;8.731,75;106,25
18.07.2020;07:45;08:00;10.924,25;8.626;178,5
18.07.2020;08:00;08:15;11.209,50;8.513;99,75
18.07.2020;08:15;08:30;11.465;8.347;244,25
18.07.2020;08:30;08:45;11.722,75;8.137,50;269,25
18.07.2020;08:45;09:00;11.874,75;7.842,50;374,75
18.07.2020;09:00;09:15;12.097;7.619,25;226,5
18.07.2020;09:15;09:30;12.233,75;7.337,25;189,25
18.07.2020;09:30;09:45;12.440,75;7.148;229,75
18.07.2020;09:45;10:00;12.534,50;6.861,50;367
18.07.2020;10:00;10:15;12.710,25;6.780;304
18.07.2020;10:15;10:30;12.733;6.586,50;259
18.07.2020;10:30;10:45;12.754;6.405,25;241,25
18.07.2020;10:45;11:00;12.832,50;6.357,75;234,5
18.07.2020;11:00;11:15;12.916,25;6.371,75;276,75
18.07.2020;11:15;11:30;13.026;6.433;237,25
18.07.2020;11:30;11:45;13.103,50;6.440,50;245
18.07.2020;11:45;12:00;13.105,25;6.428,50;304,75
18.07.2020;12:00;12:15;13.071,75;6.388,75;280
18.07.2020;12:15;12:30;13.030,25;6.389,50;326
18.07.2020;12:30;12:45;12.980,50;6.327,75;349,25
18.07.2020;12:45;13:00;12.905,50;6.302,75;461,25
18.07.2020;13:00;13:15;12.785,75;6.241,25;586,5
18.07.2020;13:15;13:30;12.660,25;6.180,25;631
18.07.2020;13:30;13:45;12.519;6.204,25;601,75
18.07.2020;13:45;14:00;12.358,75;6.138,50;624,75
18.07.2020;14:00;14:15;12.264,50;6.137,75;630
18.07.2020;14:15;14:30;12.179;6.174;674
18.07.2020;14:30;14:45;12.057,50;6.107,50;666
18.07.2020;14:45;15:00;12.065,75;6.300,25;642,5
18.07.2020;15:00;15:15;11.955,25;6.322,50;632,25
18.07.2020;15:15;15:30;11.991,75;6.509,25;592,75
18.07.2020;15:30;15:45;11.934,75;6.593,75;565,25
18.07.2020;15:45;16:00;11.873,25;6.765,25;506,5
18.07.2020;16:00;16:15;11.810,50;6.884,50;489
18.07.2020;16:15;16:30;11.760;7.106,75;422,25
18.07.2020;16:30;16:45;11.765;7.379,25;285,25
18.07.2020;16:45;17:00;11.790,50;7.633,75;142,75
18.07.2020;17:00;17:15;11.772,50;7.892,75;216,25
18.07.2020;17:15;17:30;11.775;8.164,25;109
18.07.2020;17:30;17:45;11.842,50;8.531,50;59,5
18.07.2020;17:45;18:00;11.837,25;8.836,75;26,25
18.07.2020;18:00;18:15;11.854,50;9.178,75;64
18.07.2020;18:15;18:30;11.809,25;9.436;82,25
18.07.2020;18:30;18:45;11.834,50;9.746,75;97
18.07.2020;18:45;19:00;11.756;9.952,25;123,5
18.07.2020;19:00;19:15;11.735;10.221;308
18.07.2020;19:15;19:30;11.592,50;10.342,50;307,5
18.07.2020;19:30;19:45;11.538,50;10.530,50;309,25
18.07.2020;19:45;20:00;11.463,25;10.661;331,25
18.07.2020;20:00;20:15;11.361;10.727,75;312,25
18.07.2020;20:15;20:30;11.146,75;10.663;302,75
18.07.2020;20:30;20:45;11.022,50;10.665,75;301,75
18.07.2020;20:45;21:00;10.934,25;10.681,25;312
18.07.2020;21:00;21:15;10.850;10.645;586
18.07.2020;21:15;21:30;10.786,75;10.597,75;594
18.07.2020;21:30;21:45;10.777;10.593,25;622,75
18.07.2020;21:45;22:00;10.827,50;10.634,50;570,5
18.07.2020;22:00;22:15;10.855,75;10.646,50;547,25
18.07.2020;22:15;22:30;10.703,25;10.478,25;512
18.07.2020;22:30;22:45;10.527,25;10.286;508,75
18.07.2020;22:45;23:00;10.347,50;10.083,75;433,25
18.07.2020;23:00;23:15;10.167,75;9.877,50;72,5
18.07.2020;23:15;23:30;9.992;9.675,75;61,75
18.07.2020;23:30;23:45;9.807,75;9.455;48
18.07.2020;23:45;00:00;9.615,25;9.226,25;105,5
19.07.2020;00:00;00:15;9.393,50;8.986,50;62,75
19.07.2020;00:15;00:30;9.286;8.855,25;74,25
19.07.2020;00:30;00:45;9.228;8.764,50;96
19.07.2020;00:45;01:00;9.058;8.585,75;124,5
19.07.2020;01:00;01:15;8.988,50;8.507;96,5
19.07.2020;01:15;01:30;8.861,75;8.380;233,5
19.07.2020;01:30;01:45;8.784,75;8.280,25;317,5
19.07.2020;01:45;02:00;8.719,75;8.194;355,25
19.07.2020;02:00;02:15;8.629;8.083,75;164,5
19.07.2020;02:15;02:30;8.594,75;8.048,25;142,75
19.07.2020;02:30;02:45;8.539,50;7.988,25;146,25
19.07.2020;02:45;03:00;8.486,50;7.933,75;123
19.07.2020;03:00;03:15;8.494;7.951;140,25
19.07.2020;03:15;03:30;8.443,50;7.907;156
19.07.2020;03:30;03:45;8.396,50;7.876,75;164,75
19.07.2020;03:45;04:00;8.393,50;7.878,50;169
19.07.2020;04:00;04:15;8.387,25;7.879,25;170
19.07.2020;04:15;04:30;8.397,25;7.896,25;129,5
19.07.2020;04:30;04:45;8.376;7.889,25;136
19.07.2020;04:45;05:00;8.381,25;7.899,50;146,25
19.07.2020;05:00;05:15;8.432,50;7.944,50;190,5
19.07.2020;05:15;05:30;8.320,25;7.806,50;214
19.07.2020;05:30;05:45;8.393,50;7.815,75;425,75
19.07.2020;05:45;06:00;8.401,75;7.765,50;421,25
19.07.2020;06:00;06:15;8.498;7.779,50;414,25
19.07.2020;06:15;06:30;8.580,50;7.727,50;451
19.07.2020;06:30;06:45;8.629,25;7.606,75;434
19.07.2020;06:45;07:00;8.779,75;7.552,25;462
19.07.2020;07:00;07:15;8.948,75;7.502,25;427,75
19.07.2020;07:15;07:30;9.110,75;7.406,75;451,5
19.07.2020;07:30;07:45;9.327,50;7.317,25;443,75
19.07.2020;07:45;08:00;9.511,25;7.184;492
19.07.2020;08:00;08:15;9.784,50;7.104,25;454,25
19.07.2020;08:15;08:30;10.042,25;6.993;487
19.07.2020;08:30;08:45;10.150,75;6.742;324,5
